Country,alpha_2_code,alpha_3_code,Indicator,Year,sex,Value_in_percentage%
Cambodia,KH,KHM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2014,Male,37.40%
Cambodia,KH,KHM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2014,Total,35.20%
Cambodia,KH,KHM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2022,Female,27.60%
Cambodia,KH,KHM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2022,Male,29.50%
Cambodia,KH,KHM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2022,Total,28.60%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Female,14.90%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Male,13.40%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Total,14.10%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2004,Female,14.90%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2004,Male,18.60%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2004,Total,16.80%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Female,13.20%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Male,12.40%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Total,12.80%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2011,Female,17.80%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2011,Male,16.60%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2011,Total,17.20%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2014,Female,13.80%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2014,Male,17.70%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2014,Total,15.80%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Female,16.60%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Male,19.00%
Cameroon,CM,CMR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Total,17.90%
Cape Verde,CV,CPV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Female,57.70%
Cape Verde,CV,CPV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Male,54.50%
Cape Verde,CV,CPV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Total,55.70%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Female,15.80%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Male,18.70%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Total,17.20%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Female,14.90%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Male,12.20%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Total,13.40%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Female,16.60%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Male,14.70%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Total,15.60%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2019,Female,23.90%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2019,Male,22.90%
Central African Republic,CF,CAF,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2019,Total,23.40%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Female,14.60%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Male,16.50%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Total,15.60%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2004,Female,14.20%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2004,Male,16.10%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2004,Total,15.10%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Female,12.30%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Male,14.30%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Total,13.30%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2015,Female,19.80%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2015,Male,21.10%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2015,Total,20.40%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2019,Female,16.50%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2019,Male,18.40%
Chad,TD,TCD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2019,Total,17.40%
Colombia,CO,COL,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Female,34.70%
Colombia,CO,COL,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Male,37.70%
Colombia,CO,COL,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Total,36.30%
Colombia,CO,COL,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2005,Female,48.90%
Colombia,CO,COL,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2005,Male,44.40%
Colombia,CO,COL,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2005,Total,46.60%
Colombia,CO,COL,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Female,53.10%
Colombia,CO,COL,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Male,55.00%
Colombia,CO,COL,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Total,54.10%
Comoros,KM,COM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Female,19.90%
Comoros,KM,COM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Male,17.30%
Comoros,KM,COM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Total,18.50%
Comoros,KM,COM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Female,36.60%
Comoros,KM,COM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Male,38.50%
Comoros,KM,COM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Total,37.50%
Comoros,KM,COM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2022,Female,36.80%
Comoros,KM,COM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2022,Male,33.20%
Comoros,KM,COM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2022,Total,34.90%
Congo,CG,COG,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2005,Female,17.50%
Congo,CG,COG,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2005,Male,18.80%
Congo,CG,COG,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2005,Total,18.20%
Congo,CG,COG,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Female,26.70%
Congo,CG,COG,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Male,29.30%
Congo,CG,COG,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Total,28.00%
Congo,CG,COG,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2015,Female,28.80%
Congo,CG,COG,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2015,Male,25.00%
Congo,CG,COG,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2015,Total,26.90%
"Congo, the Democratic Republic of the",CD,COD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2001,Female,16.70%
"Congo, the Democratic Republic of the",CD,COD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2001,Male,17.00%
"Congo, the Democratic Republic of the",CD,COD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2001,Total,16.80%
"Congo, the Democratic Republic of the",CD,COD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2007,Female,28.50%
"Congo, the Democratic Republic of the",CD,COD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2007,Male,33.20%
"Congo, the Democratic Republic of the",CD,COD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2007,Total,30.80%
"Congo, the Democratic Republic of the",CD,COD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Female,26.30%
"Congo, the Democratic Republic of the",CD,COD,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Male,27.00%
