country,alpha_2_code,alpha_3_code,Indicator,Year,Value_in_percentage%
Barbados,BB,BRB,Proportion of population using unimproved drinking water sources,2022,1.22%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2000,0.29%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2001,0.29%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2002,0.29%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2003,0.28%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2004,0.30%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2005,0.32%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2006,0.34%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2007,0.36%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2008,0.37%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2009,0.39%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2010,0.40%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2011,0.42%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2012,0.43%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2013,0.44%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2014,0.46%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2015,0.47%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2016,0.48%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2017,0.49%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2018,0.50%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2019,0.51%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2020,0.51%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2021,0.52%
Belarus,BY,BLR,Proportion of population using unimproved drinking water sources,2022,0.53%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2000,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2001,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2003,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2006,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2007,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2008,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2009,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2010,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2011,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2012,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2013,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2014,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2015,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2017,0.00%
Belgium,BE,BEL,Proportion of population using unimproved drinking water sources,2020,0.00%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2000,8.40%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2001,7.94%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2002,7.48%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2003,7.02%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2004,6.56%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2005,6.10%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2006,5.64%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2007,5.18%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2008,4.72%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2009,4.26%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2010,3.80%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2011,3.34%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2012,2.88%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2013,2.42%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2014,1.96%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2015,1.57%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2016,1.18%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2017,0.76%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2018,0.35%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2019,0.35%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2020,0.35%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2021,0.35%
Belize,BZ,BLZ,Proportion of population using unimproved drinking water sources,2022,0.35%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2000,19.66%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2001,19.75%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2002,19.84%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2003,19.92%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2004,20.00%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2005,20.09%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2006,20.18%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2007,20.27%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2008,20.36%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2009,20.46%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2010,20.55%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2011,20.65%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2012,20.75%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2013,20.86%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2014,20.96%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2015,21.07%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2016,21.18%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2017,21.29%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2018,21.41%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2019,21.52%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2020,21.64%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2021,21.76%
Benin,BJ,BEN,Proportion of population using unimproved drinking water sources,2022,21.89%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2000,0.01%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2001,0.01%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2002,0.02%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2003,0.03%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2004,0.04%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2005,0.04%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2006,0.05%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2007,0.06%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2008,0.07%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2009,0.07%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2010,0.08%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2011,0.09%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2012,0.10%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2013,0.10%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2014,0.10%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2015,0.10%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2016,0.10%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2017,0.10%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2018,0.10%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2019,0.10%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2020,0.10%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2021,0.10%
Bermuda,BM,BMU,Proportion of population using unimproved drinking water sources,2022,0.10%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2000,6.09%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2001,5.08%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2002,4.67%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2003,4.27%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2004,3.89%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2005,3.51%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2006,3.16%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2007,2.81%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2008,2.47%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2009,2.14%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2010,1.81%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2011,1.50%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2012,1.19%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2013,0.88%
Bhutan,BT,BTN,Proportion of population using unimproved drinking water sources,2014,0.59%
